發生時間,發生地點,postcode,死亡受傷人數,車種,經度,緯度
108年01月03日 14時22分00秒,臺北市大安區和平東路3段 / 臺北市大安區和平東路3段,106,死亡0;受傷1,自用-小客車;普通重型-機車,121.554629,25.022332000000002
108年01月03日 14時35分00秒,臺北市北投區明德路301號前0.0公尺,112,死亡0;受傷1,普通重型-機車,121.52108999999999,25.115282
108年01月03日 14時39分00秒,臺北市內湖區民權東路6段 / 臺北市內湖區瑞光路,114,死亡0;受傷2,普通重型-機車;普通重型-機車;自用-小客車,121.584207,25.068906
108年01月03日 14時45分00秒,臺北市文山區辛亥路4段 / 臺北市文山區辛亥路4段,116,死亡0;受傷1,計程車-小客車;普通重型-機車,121.554822,25.001316
108年01月03日 14時46分00秒,臺北市士林區延平北路7段176巷前0.0公尺,111,死亡0;受傷1,租賃車-小客車;普通重型-機車,121.490793,25.102792
108年01月03日 14時55分00秒,臺北市中正區北平東路 / 臺北市中正區紹興北街,100,死亡0;受傷1,自用-小貨車(含客、貨兩用);行人-人,121.525605,25.045956
108年01月03日 14時56分00秒,臺北市中正區徐州路15號前0.0公尺,100,死亡0;受傷1,自用-小客車;普通重型-機車,121.521271,25.041446
108年01月03日 15時03分00秒,臺北市北投區中央北路3段122號前0.0公尺,112,死亡0;受傷3,普通重型-機車;普通重型-機車;乘客-人,121.48343700000001,25.13736
108年01月03日 15時09分00秒,臺北市文山區辛亥路5段 / 臺北市文山區辛亥路5段,116,死亡0;受傷2,普通重型-機車;普通重型-機車,121.554048,24.999868
108年01月03日 15時32分00秒,臺北市中正區新生南路1段 / 臺北市中正區新生南路1段,100,死亡0;受傷1,普通重型-機車;普通重型-機車,121.53258100000001,25.036126
108年01月03日 15時36分00秒,臺北市萬華區桂林路 / 臺北市萬華區西昌街,108,死亡0;受傷1,普通重型-機車;行人-人,121.500429,25.038569
108年01月03日 16時17分00秒,臺北市文山區興隆路1段13號前0.0公尺,116,死亡0;受傷2,普通輕型-機車;普通重型-機車,121.539125,25.004321
108年01月03日 16時20分00秒,臺北市北投區中和街 / 臺北市北投區復興四路,112,死亡0;受傷1,普通重型-機車;普通重型-機車,121.499443,25.141272
108年01月03日 16時24分00秒,臺北市松山區敦化北路 / 臺北市松山區敦化北路,105,死亡0;受傷1,自用-小客車;普通重型-機車;普通重型-機車;普通重型-機車,121.54874299999999,25.050109
108年01月03日 17時10分00秒,臺北市大同區民權西路 / 臺北市大同區蘭州街,103,死亡0;受傷1,普通重型-機車;普通重型-機車,121.514705,25.062889000000002
108年01月03日 17時17分00秒,臺北市大安區基隆路2段 / 臺北市大安區樂業街,106,死亡0;受傷1,腳踏自行車-慢車,121.550021,25.022391
108年01月03日 17時37分00秒,臺北市中正區泉州街 / 臺北市中正區泉州街,100,死亡0;受傷2,普通重型-機車;普通重型-機車,121.51261699999999,25.024604999999998
108年01月03日 17時57分00秒,臺北市內湖區舊宗路1段 / 臺北市內湖區新湖二路,114,死亡0;受傷2,普通重型-機車;普通重型-機車,121.578103,25.061842000000002
108年01月03日 18時38分00秒,臺北市萬華區環河南路1段322號前0.0公尺,108,死亡0;受傷1,自用-小客車;普通重型-機車,121.49856399999999,25.040714
108年01月03日 18時40分00秒,臺北市文山區木新路2段224號前0.0公尺,116,死亡0;受傷1,普通重型-機車;自用-小客車;自用-小客車,121.56718300000001,24.983558
108年01月03日 19時05分00秒,臺北市萬華區和平西路3段 / 臺北市萬華區康定路,108,死亡0;受傷1,普通重型-機車;普通重型-機車,121.501281,25.035273999999998
108年01月03日 19時50分00秒,臺北市信義區人行道,110,死亡0;受傷1,腳踏自行車-慢車;行人-人,121.56713500000001,25.04008
108年01月03日 20時04分00秒,臺北市信義區松仁路前0.0公尺,110,死亡0;受傷2,普通重型-機車;普通重型-機車,121.568478,25.036635999999998
108年01月03日 20時40分00秒,臺北市北投區其他,112,死亡0;受傷2,自用-小貨車(含客、貨兩用);普通重型-機車;其他人-人,121.484596,25.134354000000002
108年01月03日 20時44分00秒,臺北市內湖區潭美街 / 臺北市內湖區安美街,114,死亡0;受傷1,自用-小客車;普通重型-機車,121.60084099999999,25.060827
108年01月03日 20時46分00秒,臺北市大安區信義路3段 / 臺北市大安區建國南路1段,106,死亡0;受傷1,自用-小客車;自用-小客車,121.538008,25.033642
108年01月03日 21時41分00秒,臺北市北投區中和街 / 臺北市北投區珠海路,112,死亡0;受傷1,普通重型-機車;普通重型-機車,121.502553,25.138322
108年01月03日 23時02分00秒,臺北市內湖區內湖路1段59號前0.0公尺,114,死亡0;受傷3,普通重型-機車;普通重型-機車;乘客-人,121.55975,25.084975
108年01月04日 02時10分00秒,臺北市中山區林森北路277號前0.0公尺,104,死亡0;受傷1,自用-小客車;計程車-小客車,121.525472,25.053675
108年01月04日 05時04分00秒,臺北市萬華區西園路2段 / 臺北市萬華區莒光路,108,死亡0;受傷1,自用-小客車;計程車-小客車,121.496872,25.031106
108年01月04日 07時05分00秒,臺北市信義區東興路51號前0.0公尺,110,死亡0;受傷1,租賃車-小客車;普通重型-機車;租賃車-小客車,121.56611299999999,25.047622
108年01月04日 07時20分00秒,臺北市中山區北安路 / 臺北市中山區崇實路,104,死亡0;受傷1,普通重型-機車;普通重型-機車,121.54411999999999,25.079444
108年01月04日 07時40分00秒,臺北市信義區松壽路1號前0.0公尺,110,死亡0;受傷1,自用-小客車;大型重型2(250-550C.C.)-機車,121.561998,25.036172
108年01月04日 07時50分00秒,臺北市中正區汀州路1段 / 臺北市中正區西藏路,100,死亡0;受傷2,普通重型-機車;行人-人,121.50798999999999,25.029444
108年01月04日 07時50分00秒,臺北市信義區忠孝東路5段 / 臺北市信義區松信路,110,死亡0;受傷2,腳踏自行車-慢車;普通重型-機車,121.57179599999999,25.041058
108年01月04日 08時00分00秒,臺北市南港區忠孝東路5段 / 臺北市南港區中坡南路,115,死亡0;受傷1,自用-小客車;普通重型-機車,121.581896,25.044232
108年01月04日 08時24分00秒,臺北市士林區故宮路 / 臺北市士林區故宮路,111,死亡0;受傷1,普通重型-機車;普通重型-機車,121.54737,25.096331
108年01月04日 08時27分00秒,臺北市大安區新生南路3段前0.0公尺,106,死亡0;受傷1,普通重型-機車;自用-小客車,121.533348,25.016839
108年01月04日 08時45分00秒,臺北市北投區懷德街 / 臺北市北投區裕民六路,112,死亡0;受傷1,普通重型-機車;普通重型-機車,121.518344,25.113723
108年01月04日 08時50分00秒,臺北市信義區永吉路 / 臺北市信義區永吉路,110,死亡0;受傷2,普通重型-機車;普通重型-機車,121.57148000000001,25.044667
108年01月04日 08時50分00秒,臺北市信義區松仁路前0.0公尺,110,死亡0;受傷1,普通重型-機車;普通重型-機車,121.56819899999999,25.035825
108年01月04日 08時52分00秒,臺北市南港區南港路1段 / 臺北市南港區興華路,115,死亡0;受傷1,營業用-小貨車(含客、貨兩用);普通重型-機車,121.60620800000001,25.054267000000003
108年01月04日 09時01分00秒,臺北市中正區汀州路3段 / 臺北市中正區汀州路3段,100,死亡0;受傷2,普通重型-機車;其他慢車-慢車,121.52873100000001,25.017677
108年01月04日 09時18分00秒,臺北市松山區撫遠街 / 臺北市松山區富錦街,105,死亡0;受傷1,自用-小客車;普通重型-機車,121.566363,25.061729
108年01月04日 09時25分00秒,臺北市南港區興南街 / 臺北市南港區興南街,115,死亡0;受傷1,自用-小客車;普通重型-機車,121.60412099999999,25.056665
108年01月04日 09時33分00秒,臺北市中正區中山南路前0.0公尺,100,死亡0;受傷1,民營公車-大客車;普通重型-機車,121.51826799999999,25.041535
108年01月04日 09時35分00秒,臺北市中正區市民大道1段168號前0.0公尺,100,死亡0;受傷2,普通重型-機車;普通重型-機車,121.51870100000001,25.048261
108年01月04日 09時35分00秒,臺北市北投區天母西路112號前0.0公尺,112,死亡0;受傷2,自用-小客車;普通重型-機車;乘客-人,121.523404,25.118717999999998
108年01月04日 09時46分00秒,臺北市松山區塔悠路前0.0公尺,105,死亡0;受傷1,自用-小客車;普通重型-機車,121.569575,25.056385000000002
108年01月04日 10時20分00秒,臺北市北投區稻香路29-4號前0.0公尺,112,死亡0;受傷1,普通重型-機車;普通重型-機車,121.490475,25.139141
108年01月04日 10時30分00秒,臺北市信義區永吉路 / 臺北市信義區松隆路,110,死亡0;受傷1,自用-小客車;普通重型-機車,121.57037,25.045602
108年01月04日 10時55分00秒,臺北市士林區永公路19號前0.0公尺,111,死亡0;受傷1,普通重型-機車;租賃車-小客車,121.5535,25.115145000000002
108年01月04日 11時10分00秒,臺北市信義區口,110,死亡0;受傷1,自用-小貨車(含客、貨兩用);行人-人,121.566355,25.027269
108年01月04日 11時17分00秒,臺北市大安區信義路4段 / 臺北市大安區四維路,106,死亡0;受傷2,普通重型-機車;普通重型-機車,121.54806,25.033352999999998
108年01月04日 11時30分00秒,臺北市中正區汀州路2段 / 臺北市中正區重慶南路3段,100,死亡0;受傷2,自用-小客車;普通重型-機車,121.516348,25.025639
108年01月04日 11時56分00秒,臺北市萬華區中華路2段606巷6號前0.0公尺,108,死亡0;受傷1,租賃車-小客車;行人-人,121.509965,25.024035
108年01月04日 12時13分00秒,臺北市南港區東新街93號前0.0公尺,115,死亡0;受傷1,普通重型-機車;計程車-小客車,121.589124,25.046629
108年01月04日 12時50分00秒,臺北市萬華區昆明街 / 臺北市萬華區昆明街,108,死亡0;受傷1,電動自行車-慢車;普通重型-機車,121.504058,25.03961
108年01月04日 12時50分24秒,臺北市大同區國道1號 24公里900.0公尺處北側向交流道,103,死亡0;受傷1,自用-小客車;自用-小客車;乘客-人,121.513535,25.077642
108年01月04日 13時05分00秒,臺北市信義區信安街 / 臺北市信義區吳興街,110,死亡0;受傷1,自用-小客車;普通重型-機車,121.55821200000001,25.028598000000002
108年01月04日 13時21分00秒,臺北市大安區新生南路3段76巷前0.0公尺,106,死亡0;受傷1,計程車-小客車;普通重型-機車,121.53387,25.019106
108年01月04日 13時22分00秒,臺北市內湖區內湖路1段 / 臺北市內湖區港墘路,114,死亡0;受傷1,自用-小客車;普通重型-機車,121.576516,25.079647
108年01月04日 13時45分00秒,臺北市文山區新光路2段 / 臺北市文山區新光路2段,116,死亡0;受傷2,普通重型-機車;普通重型-機車,121.59624,24.986283
108年01月04日 13時48分00秒,臺北市松山區民權東路3段166號前0.0公尺,105,死亡0;受傷2,普通重型-機車;自用-小貨車(含客、貨兩用);乘客-人,121.54850400000001,25.061607000000002
108年01月04日 14時00分00秒,臺北市中正區南海路 / 臺北市中正區牯嶺街,100,死亡0;受傷1,普通重型-機車;普通重型-機車,121.515045,25.032032
108年01月04日 14時26分00秒,臺北市中山區林森北路 / 臺北市中山區林森北路,104,死亡0;受傷1,計程車-小客車;普通重型-機車,121.52596899999999,25.054144
108年01月04日 14時26分00秒,臺北市士林區中正路 / 臺北市士林區承德路5段,111,死亡0;受傷2,自用-小客車;普通重型-機車;普通重型-機車,121.516446,25.090922
108年01月04日 14時41分00秒,臺北市松山區環東大道前0.0公尺,105,死亡0;受傷1,自用-小客車;租賃車-小客車;乘客-人,121.57193400000001,25.051809
108年01月04日 14時44分00秒,臺北市內湖區安康路339號前0.0公尺,114,死亡0;受傷1,自用-小客車;行人-人,121.61559199999999,25.067834
108年01月04日 14時57分00秒,臺北市士林區忠誠路2段207巷前0.0公尺,111,死亡0;受傷2,普通重型-機車;普通重型-機車;其他人-人,121.533997,25.115851
108年01月04日 15時12分00秒,臺北市信義區吳興街 / 臺北市信義區吳興街,110,死亡0;受傷3,普通重型-機車;普通重型-機車;乘客-人,121.569997,25.022028
108年01月04日 15時15分00秒,臺北市內湖區新明路 / 臺北市內湖區成美橋,114,死亡0;受傷1,自用-小貨車(含客、貨兩用);普通重型-機車,121.582315,25.054941
108年01月04日 15時25分00秒,臺北市大安區師大路 / 臺北市大安區師大路,106,死亡0;受傷1,普通重型-機車;租賃車-小客車,121.52853200000001,25.023974
108年01月04日 15時30分00秒,臺北市信義區松隆路 / 臺北市信義區松信路,110,死亡0;受傷3,自用-小客車;自用-小客車;乘客-人,121.572149,25.046837
108年01月04日 16時25分00秒,臺北市北投區中和街334號前0.0公尺,112,死亡0;受傷1,自用-小客車;行人-人,121.49954199999999,25.141294
108年01月04日 16時32分00秒,臺北市大安區敦化南路2段106號前0.0公尺,106,死亡0;受傷1,自用-小客車;普通重型-機車,121.548323,25.027324
108年01月04日 16時37分00秒,臺北市大安區建國南路2段 / 臺北市大安區建國南路2段,106,死亡0;受傷2,普通重型-機車;普通重型-機車,121.538398,25.029155
108年01月04日 16時57分00秒,臺北市中正區南陽街 / 臺北市中正區許昌街,100,死亡0;受傷1,遊覽車-大客車;普通重型-機車,121.516112,25.045509
108年01月04日 17時06分00秒,臺北市士林區前港街 / 臺北市士林區後港街,111,死亡0;受傷1,自用-小貨車(含客、貨兩用);普通輕型-機車,121.521378,25.084713
108年01月04日 17時18分00秒,臺北市內湖區環山路1段 / 臺北市內湖區環山路1段,114,死亡0;受傷1,自用-小客車;普通重型-機車,121.569156,25.08642
108年01月04日 17時35分00秒,臺北市萬華區昆明街 / 臺北市萬華區桂林路,108,死亡0;受傷1,普通重型-機車;普通重型-機車;乘客-人,121.50383300000001,25.037986
108年01月04日 17時35分00秒,臺北市中山區長安東路1段 / 臺北市中山區中山北路1段,104,死亡0;受傷2,普通重型-機車;普通重型-機車,121.521695,25.049846
108年01月04日 17時45分00秒,臺北市文山區興隆路1段258號前0.0公尺,116,死亡0;受傷1,自用-小客車;腳踏自行車-慢車,121.54496200000001,24.99855
108年01月04日 18時00分00秒,臺北市松山區民生東路4段68號前0.0公尺,105,死亡0;受傷1,行人-人,121.55224799999999,25.057833
